Kategori,Isi
HRD,Data Gaji NIK 1209 atas nama Karyawan-83
IT Security,Server IP 5.117 API: XMFGBVFHZN
IT Security,Server IP 162.226 API: CEIKFHZVDR
HRD,Data Gaji NIK 1414 atas nama Karyawan-75
HRD,Data Gaji NIK 3590 atas nama Karyawan-95
IT Security,Server IP 130.100 API: HNZRRTSVDR
Keuangan,Transfer Rp 2000000 ke Rekening 14558708
HRD,Data Gaji NIK 2000 atas nama Karyawan-87
Strategi,Rencana Proyek Rahasia Strategis Kode-619
HRD,Data Gaji NIK 4162 atas nama Karyawan-39
IT Security,Server IP 124.31 API: HJZFZVALGX
Strategi,Rencana Proyek Rahasia Strategis Kode-826
HRD,Data Gaji NIK 8024 atas nama Karyawan-39
HRD,Data Gaji NIK 8738 atas nama Karyawan-98
HRD,Data Gaji NIK 1761 atas nama Karyawan-67
Keuangan,Transfer Rp 74000000 ke Rekening 32536742
HRD,Data Gaji NIK 4708 atas nama Karyawan-70
Strategi,Rencana Proyek Rahasia Strategis Kode-589
IT Security,Server IP 61.192 API: XWYVAKJIEF
IT Security,Server IP 102.136 API: VNAPWPXOYG
Strategi,Rencana Proyek Rahasia Strategis Kode-730
IT Security,Server IP 25.253 API: DHEMVTGVUK
IT Security,Server IP 68.12 API: JHXCFWWKEN
Strategi,Rencana Proyek Rahasia Strategis Kode-472
HRD,Data Gaji NIK 6464 atas nama Karyawan-2
IT Security,Server IP 167.134 API: ZHQLRJULNC
HRD,Data Gaji NIK 6523 atas nama Karyawan-17
Strategi,Rencana Proyek Rahasia Strategis Kode-266
Strategi,Rencana Proyek Rahasia Strategis Kode-220
HRD,Data Gaji NIK 6498 atas nama Karyawan-40
Keuangan,Transfer Rp 42000000 ke Rekening 43514762
Strategi,Rencana Proyek Rahasia Strategis Kode-505
HRD,Data Gaji NIK 1179 atas nama Karyawan-30
Strategi,Rencana Proyek Rahasia Strategis Kode-428
HRD,Data Gaji NIK 6244 atas nama Karyawan-66
Keuangan,Transfer Rp 95000000 ke Rekening 60492909
Keuangan,Transfer Rp 52000000 ke Rekening 94355948
IT Security,Server IP 134.217 API: CIGWMMNZQU
HRD,Data Gaji NIK 8140 atas nama Karyawan-62
IT Security,Server IP 191.101 API: GVUNSBKAGS
IT Security,Server IP 149.14 API: MBIFMBLEDR
HRD,Data Gaji NIK 7643 atas nama Karyawan-93
HRD,Data Gaji NIK 2129 atas nama Karyawan-13
Strategi,Rencana Proyek Rahasia Strategis Kode-668
HRD,Data Gaji NIK 1149 atas nama Karyawan-49
Strategi,Rencana Proyek Rahasia Strategis Kode-845
Keuangan,Transfer Rp 82000000 ke Rekening 32610292
Strategi,Rencana Proyek Rahasia Strategis Kode-831
Keuangan,Transfer Rp 63000000 ke Rekening 91659623
HRD,Data Gaji NIK 3743 atas nama Karyawan-67
Strategi,Rencana Proyek Rahasia Strategis Kode-768
Strategi,Rencana Proyek Rahasia Strategis Kode-168
Keuangan,Transfer Rp 31000000 ke Rekening 58549178
IT Security,Server IP 213.150 API: BGDFVZIUYG
Strategi,Rencana Proyek Rahasia Strategis Kode-948
Keuangan,Transfer Rp 84000000 ke Rekening 90781259
HRD,Data Gaji NIK 2828 atas nama Karyawan-49
HRD,Data Gaji NIK 7833 atas nama Karyawan-55
IT Security,Server IP 36.83 API: AVAOXDNYLF
IT Security,Server IP 184.67 API: IVOOUNJVGD
Strategi,Rencana Proyek Rahasia Strategis Kode-653
Strategi,Rencana Proyek Rahasia Strategis Kode-303
HRD,Data Gaji NIK 6794 atas nama Karyawan-71
IT Security,Server IP 220.10 API: LMZVPRXHFD
Keuangan,Transfer Rp 41000000 ke Rekening 63355636
Keuangan,Transfer Rp 5000000 ke Rekening 16909576
HRD,Data Gaji NIK 7424 atas nama Karyawan-25
Keuangan,Transfer Rp 30000000 ke Rekening 36968532
HRD,Data Gaji NIK 5222 atas nama Karyawan-15
Keuangan,Transfer Rp 69000000 ke Rekening 88781492
HRD,Data Gaji NIK 5528 atas nama Karyawan-63
Strategi,Rencana Proyek Rahasia Strategis Kode-673
Keuangan,Transfer Rp 86000000 ke Rekening 71051062
Keuangan,Transfer Rp 7000000 ke Rekening 39613631
HRD,Data Gaji NIK 4355 atas nama Karyawan-9
Strategi,Rencana Proyek Rahasia Strategis Kode-458
Strategi,Rencana Proyek Rahasia Strategis Kode-258
Strategi,Rencana Proyek Rahasia Strategis Kode-495
IT Security,Server IP 126.55 API: SEPKAIKHBM
HRD,Data Gaji NIK 6803 atas nama Karyawan-49
Keuangan,Transfer Rp 61000000 ke Rekening 49699684
IT Security,Server IP 72.129 API: ZJFNTPWRMH
Keuangan,Transfer Rp 15000000 ke Rekening 42506944
Strategi,Rencana Proyek Rahasia Strategis Kode-499
Strategi,Rencana Proyek Rahasia Strategis Kode-723
IT Security,Server IP 224.149 API: FNIARRGZZJ
Strategi,Rencana Proyek Rahasia Strategis Kode-808
IT Security,Server IP 134.135 API: YKAUZYBUFJ
HRD,Data Gaji NIK 8465 atas nama Karyawan-89
Keuangan,Transfer Rp 46000000 ke Rekening 58255248
Keuangan,Transfer Rp 46000000 ke Rekening 43378766
HRD,Data Gaji NIK 9870 atas nama Karyawan-19
HRD,Data Gaji NIK 9897 atas nama Karyawan-62
HRD,Data Gaji NIK 9497 atas nama Karyawan-8
Strategi,Rencana Proyek Rahasia Strategis Kode-196
IT Security,Server IP 228.195 API: CYUVPCXHCG
IT Security,Server IP 85.175 API: AXEDNQHKAR
Strategi,Rencana Proyek Rahasia Strategis Kode-475
HRD,Data Gaji NIK 9711 atas nama Karyawan-13
HRD,Data Gaji NIK 8410 atas nama Karyawan-32
HRD,Data Gaji NIK 2963 atas nama Karyawan-73
Keuangan,Transfer Rp 40000000 ke Rekening 11189194
Strategi,Rencana Proyek Rahasia Strategis Kode-232
HRD,Data Gaji NIK 8746 atas nama Karyawan-17
Strategi,Rencana Proyek Rahasia Strategis Kode-218
HRD,Data Gaji NIK 6942 atas nama Karyawan-96
HRD,Data Gaji NIK 1648 atas nama Karyawan-97
Keuangan,Transfer Rp 96000000 ke Rekening 32143410
Strategi,Rencana Proyek Rahasia Strategis Kode-944
IT Security,Server IP 18.156 API: QNFHBLWOFI
HRD,Data Gaji NIK 5450 atas nama Karyawan-31
Strategi,Rencana Proyek Rahasia Strategis Kode-896
Keuangan,Transfer Rp 16000000 ke Rekening 69964229
IT Security,Server IP 171.58 API: FKARQQQVKK
IT Security,Server IP 223.149 API: QHRMKKCBPV
HRD,Data Gaji NIK 9453 atas nama Karyawan-78
IT Security,Server IP 150.7 API: JEHBXFUDSV
Keuangan,Transfer Rp 97000000 ke Rekening 74906876
IT Security,Server IP 113.70 API: XMUXKGRPUW
IT Security,Server IP 81.217 API: EQBSWSJCAM
IT Security,Server IP 136.210 API: PVWWZCYCWE
HRD,Data Gaji NIK 9088 atas nama Karyawan-22
HRD,Data Gaji NIK 4268 atas nama Karyawan-33
Strategi,Rencana Proyek Rahasia Strategis Kode-290
HRD,Data Gaji NIK 8833 atas nama Karyawan-6
HRD,Data Gaji NIK 3381 atas nama Karyawan-31
HRD,Data Gaji NIK 7809 atas nama Karyawan-39
IT Security,Server IP 49.206 API: JZXVZBWWHY
HRD,Data Gaji NIK 4352 atas nama Karyawan-1
IT Security,Server IP 20.134 API: HXFMUVYFPM
HRD,Data Gaji NIK 6166 atas nama Karyawan-48
Keuangan,Transfer Rp 76000000 ke Rekening 16464478
HRD,Data Gaji NIK 8900 atas nama Karyawan-54
IT Security,Server IP 230.146 API: PPTBXASUWJ
Keuangan,Transfer Rp 64000000 ke Rekening 73624601
HRD,Data Gaji NIK 5826 atas nama Karyawan-43
Keuangan,Transfer Rp 59000000 ke Rekening 70597610
IT Security,Server IP 44.138 API: KHQFQWJAWB
IT Security,Server IP 147.129 API: JAPRLXXZBI
IT Security,Server IP 203.19 API: BWDFAXASQH
Strategi,Rencana Proyek Rahasia Strategis Kode-235
IT Security,Server IP 127.179 API: IJNJGXLEIN
HRD,Data Gaji NIK 8415 atas nama Karyawan-19
Strategi,Rencana Proyek Rahasia Strategis Kode-488
Strategi,Rencana Proyek Rahasia Strategis Kode-241
IT Security,Server IP 35.231 API: ZJUZHBUROY
Strategi,Rencana Proyek Rahasia Strategis Kode-386
Keuangan,Transfer Rp 58000000 ke Rekening 70917156
Strategi,Rencana Proyek Rahasia Strategis Kode-795
IT Security,Server IP 181.112 API: CMWIDWLCIN
IT Security,Server IP 107.122 API: TEJOWABXDK
IT Security,Server IP 85.38 API: BISJSDCTGT
Strategi,Rencana Proyek Rahasia Strategis Kode-584
Strategi,Rencana Proyek Rahasia Strategis Kode-796
IT Security,Server IP 222.86 API: XALCSBVJXO
Keuangan,Transfer Rp 17000000 ke Rekening 74435023
IT Security,Server IP 189.131 API: YJHXPUOAXU
IT Security,Server IP 103.224 API: OGICUQGMDZ
IT Security,Server IP 232.49 API: RBIDSTPNPM
Keuangan,Transfer Rp 14000000 ke Rekening 71491669
Keuangan,Transfer Rp 26000000 ke Rekening 84267683
IT Security,Server IP 3.60 API: LXKSWEFUVE
HRD,Data Gaji NIK 2266 atas nama Karyawan-62
Keuangan,Transfer Rp 31000000 ke Rekening 53369370
Strategi,Rencana Proyek Rahasia Strategis Kode-166
IT Security,Server IP 122.196 API: IJMJESLKAA
IT Security,Server IP 247.90 API: LCXTLGUGXZ
Strategi,Rencana Proyek Rahasia Strategis Kode-818
Strategi,Rencana Proyek Rahasia Strategis Kode-651
IT Security,Server IP 23.207 API: ZKSXLJATVL
HRD,Data Gaji NIK 7054 atas nama Karyawan-14
Keuangan,Transfer Rp 41000000 ke Rekening 48285597
IT Security,Server IP 171.113 API: IOATRFCAJF
HRD,Data Gaji NIK 4430 atas nama Karyawan-89
HRD,Data Gaji NIK 8855 atas nama Karyawan-68
IT Security,Server IP 182.29 API: BBGSYQVSEQ
Keuangan,Transfer Rp 49000000 ke Rekening 49974830
IT Security,Server IP 233.250 API: KKHHKTWIRR
IT Security,Server IP 39.217 API: TUOXHDIGGK
HRD,Data Gaji NIK 1738 atas nama Karyawan-63
Keuangan,Transfer Rp 11000000 ke Rekening 71807478
IT Security,Server IP 23.220 API: AJRIVNLNBI
Keuangan,Transfer Rp 44000000 ke Rekening 92001867
Strategi,Rencana Proyek Rahasia Strategis Kode-357
HRD,Data Gaji NIK 3805 atas nama Karyawan-59
Strategi,Rencana Proyek Rahasia Strategis Kode-432
IT Security,Server IP 19.173 API: CVMZRIJSOZ
Keuangan,Transfer Rp 26000000 ke Rekening 85026809
IT Security,Server IP 120.226 API: YZDJDLUYQX
Strategi,Rencana Proyek Rahasia Strategis Kode-616
IT Security,Server IP 121.31 API: QHOUGYQWXG
Strategi,Rencana Proyek Rahasia Strategis Kode-853
Strategi,Rencana Proyek Rahasia Strategis Kode-704
IT Security,Server IP 21.206 API: GRMJMPUNEZ
Strategi,Rencana Proyek Rahasia Strategis Kode-988
IT Security,Server IP 151.83 API: XVZMBRMASD
Keuangan,Transfer Rp 69000000 ke Rekening 97529185
HRD,Data Gaji NIK 5931 atas nama Karyawan-27
Strategi,Rencana Proyek Rahasia Strategis Kode-695
Keuangan,Transfer Rp 30000000 ke Rekening 87195551
HRD,Data Gaji NIK 4213 atas nama Karyawan-15
Keuangan,Transfer Rp 44000000 ke Rekening 60531284
HRD,Data Gaji NIK 5651 atas nama Karyawan-30
IT Security,Server IP 201.6 API: LGBUTNLCTS
Strategi,Rencana Proyek Rahasia Strategis Kode-601
Keuangan,Transfer Rp 73000000 ke Rekening 59242708
Keuangan,Transfer Rp 55000000 ke Rekening 53950154
HRD,Data Gaji NIK 7055 atas nama Karyawan-92
IT Security,Server IP 254.71 API: EDWDFSMBLC
IT Security,Server IP 134.32 API: TEMJFACPXA
Strategi,Rencana Proyek Rahasia Strategis Kode-157
Strategi,Rencana Proyek Rahasia Strategis Kode-443
HRD,Data Gaji NIK 3785 atas nama Karyawan-18
Keuangan,Transfer Rp 26000000 ke Rekening 87553394
Strategi,Rencana Proyek Rahasia Strategis Kode-886
IT Security,Server IP 254.27 API: RQVZFIIAPP
HRD,Data Gaji NIK 6346 atas nama Karyawan-23
Strategi,Rencana Proyek Rahasia Strategis Kode-237
Keuangan,Transfer Rp 31000000 ke Rekening 68185036
IT Security,Server IP 242.97 API: ZEBMVIIRRF
IT Security,Server IP 245.224 API: GMQUVSQJTH
Keuangan,Transfer Rp 39000000 ke Rekening 60860079
Strategi,Rencana Proyek Rahasia Strategis Kode-635
Strategi,Rencana Proyek Rahasia Strategis Kode-351
Keuangan,Transfer Rp 88000000 ke Rekening 34402729
Strategi,Rencana Proyek Rahasia Strategis Kode-573
Strategi,Rencana Proyek Rahasia Strategis Kode-181
IT Security,Server IP 85.91 API: KSWKLHTSWJ
Keuangan,Transfer Rp 54000000 ke Rekening 77588334
Keuangan,Transfer Rp 23000000 ke Rekening 25680351
HRD,Data Gaji NIK 5072 atas nama Karyawan-12
IT Security,Server IP 122.236 API: QMUWHPNDAG
Keuangan,Transfer Rp 78000000 ke Rekening 91252043
Keuangan,Transfer Rp 94000000 ke Rekening 98833933
Keuangan,Transfer Rp 18000000 ke Rekening 71417522
IT Security,Server IP 204.20 API: USUYBWNABU
HRD,Data Gaji NIK 4251 atas nama Karyawan-80
Strategi,Rencana Proyek Rahasia Strategis Kode-460
Keuangan,Transfer Rp 95000000 ke Rekening 78459024
IT Security,Server IP 136.69 API: BYFTBISEGB
Keuangan,Transfer Rp 30000000 ke Rekening 87060117
HRD,Data Gaji NIK 1790 atas nama Karyawan-79
HRD,Data Gaji NIK 3190 atas nama Karyawan-43
Keuangan,Transfer Rp 73000000 ke Rekening 87437777
IT Security,Server IP 215.66 API: SNGRDEYAJZ
Strategi,Rencana Proyek Rahasia Strategis Kode-246
Strategi,Rencana Proyek Rahasia Strategis Kode-252
Keuangan,Transfer Rp 25000000 ke Rekening 91645245
Keuangan,Transfer Rp 1000000 ke Rekening 76653061
Keuangan,Transfer Rp 72000000 ke Rekening 95327988
HRD,Data Gaji NIK 4664 atas nama Karyawan-78
Keuangan,Transfer Rp 9000000 ke Rekening 49014263
Keuangan,Transfer Rp 55000000 ke Rekening 12617728
Keuangan,Transfer Rp 12000000 ke Rekening 67815818
Strategi,Rencana Proyek Rahasia Strategis Kode-331
HRD,Data Gaji NIK 8976 atas nama Karyawan-37
Strategi,Rencana Proyek Rahasia Strategis Kode-967
IT Security,Server IP 35.28 API: NINQSPJLMR
Strategi,Rencana Proyek Rahasia Strategis Kode-152
HRD,Data Gaji NIK 8337 atas nama Karyawan-53
IT Security,Server IP 28.83 API: HBGGJEXBUK
IT Security,Server IP 16.22 API: NNRNTWSITD
IT Security,Server IP 255.31 API: MYVPSPIOBH
Strategi,Rencana Proyek Rahasia Strategis Kode-683
Strategi,Rencana Proyek Rahasia Strategis Kode-851
Strategi,Rencana Proyek Rahasia Strategis Kode-509
IT Security,Server IP 76.205 API: ENMORNJHOB
HRD,Data Gaji NIK 5809 atas nama Karyawan-8
Strategi,Rencana Proyek Rahasia Strategis Kode-882
Keuangan,Transfer Rp 44000000 ke Rekening 91441616
IT Security,Server IP 6.198 API: BNBOOCDCYN
IT Security,Server IP 102.249 API: TNKNFTJQGA
IT Security,Server IP 150.254 API: DCBBXUWSXW
HRD,Data Gaji NIK 5234 atas nama Karyawan-63
Strategi,Rencana Proyek Rahasia Strategis Kode-901
Strategi,Rencana Proyek Rahasia Strategis Kode-652
Keuangan,Transfer Rp 3000000 ke Rekening 67553668
IT Security,Server IP 182.225 API: YKCGLGWBEW
Strategi,Rencana Proyek Rahasia Strategis Kode-184
HRD,Data Gaji NIK 4190 atas nama Karyawan-59
Keuangan,Transfer Rp 97000000 ke Rekening 60641439
IT Security,Server IP 241.44 API: DVQIUMIXAL
HRD,Data Gaji NIK 6717 atas nama Karyawan-14
Strategi,Rencana Proyek Rahasia Strategis Kode-629
Keuangan,Transfer Rp 38000000 ke Rekening 74440584
Keuangan,Transfer Rp 91000000 ke Rekening 61287325
Strategi,Rencana Proyek Rahasia Strategis Kode-194
Keuangan,Transfer Rp 32000000 ke Rekening 79271033
Strategi,Rencana Proyek Rahasia Strategis Kode-892
HRD,Data Gaji NIK 2376 atas nama Karyawan-85
Strategi,Rencana Proyek Rahasia Strategis Kode-202
HRD,Data Gaji NIK 2154 atas nama Karyawan-36
Keuangan,Transfer Rp 16000000 ke Rekening 93747597
Strategi,Rencana Proyek Rahasia Strategis Kode-959
Strategi,Rencana Proyek Rahasia Strategis Kode-439
IT Security,Server IP 50.249 API: VJZEQFABLL
Keuangan,Transfer Rp 55000000 ke Rekening 25546142
IT Security,Server IP 93.235 API: NUTHWFOIFN
Strategi,Rencana Proyek Rahasia Strategis Kode-347
Strategi,Rencana Proyek Rahasia Strategis Kode-621
HRD,Data Gaji NIK 3586 atas nama Karyawan-7
HRD,Data Gaji NIK 8210 atas nama Karyawan-52
HRD,Data Gaji NIK 7985 atas nama Karyawan-32
HRD,Data Gaji NIK 4809 atas nama Karyawan-51
Keuangan,Transfer Rp 27000000 ke Rekening 43737723
Strategi,Rencana Proyek Rahasia Strategis Kode-684
IT Security,Server IP 197.249 API: BIXNIIAQLT
HRD,Data Gaji NIK 7195 atas nama Karyawan-40
Strategi,Rencana Proyek Rahasia Strategis Kode-738
Keuangan,Transfer Rp 78000000 ke Rekening 44298598
HRD,Data Gaji NIK 2045 atas nama Karyawan-40
Strategi,Rencana Proyek Rahasia Strategis Kode-643
Keuangan,Transfer Rp 35000000 ke Rekening 76236347
IT Security,Server IP 160.14 API: JSWQLGYVPZ
HRD,Data Gaji NIK 8622 atas nama Karyawan-93
HRD,Data Gaji NIK 6409 atas nama Karyawan-33
HRD,Data Gaji NIK 6186 atas nama Karyawan-61
HRD,Data Gaji NIK 8503 atas nama Karyawan-54
Strategi,Rencana Proyek Rahasia Strategis Kode-512
Strategi,Rencana Proyek Rahasia Strategis Kode-588
Keuangan,Transfer Rp 51000000 ke Rekening 97573592
IT Security,Server IP 20.29 API: QRXDZVJPPH
HRD,Data Gaji NIK 2574 atas nama Karyawan-35
Strategi,Rencana Proyek Rahasia Strategis Kode-954
HRD,Data Gaji NIK 6583 atas nama Karyawan-81
IT Security,Server IP 6.76 API: RKKUIWRPGK
HRD,Data Gaji NIK 9828 atas nama Karyawan-29
Strategi,Rencana Proyek Rahasia Strategis Kode-535
HRD,Data Gaji NIK 8222 atas nama Karyawan-94
IT Security,Server IP 72.217 API: YUGKLYHRXY
Strategi,Rencana Proyek Rahasia Strategis Kode-744
Strategi,Rencana Proyek Rahasia Strategis Kode-369
HRD,Data Gaji NIK 8489 atas nama Karyawan-46
Keuangan,Transfer Rp 64000000 ke Rekening 14233096
IT Security,Server IP 228.59 API: SZZMAJJSOZ
IT Security,Server IP 168.152 API: BNGSREOBWN
Strategi,Rencana Proyek Rahasia Strategis Kode-837
IT Security,Server IP 22.109 API: MJOMAPOLOA
Keuangan,Transfer Rp 31000000 ke Rekening 46098097
Strategi,Rencana Proyek Rahasia Strategis Kode-764
HRD,Data Gaji NIK 8680 atas nama Karyawan-50
Strategi,Rencana Proyek Rahasia Strategis Kode-492
IT Security,Server IP 6.200 API: ZHSIMZRMIQ
IT Security,Server IP 155.231 API: MXFGVDTQWV
IT Security,Server IP 145.25 API: HIPTNRMFSI
Strategi,Rencana Proyek Rahasia Strategis Kode-634
Keuangan,Transfer Rp 89000000 ke Rekening 18179903
IT Security,Server IP 187.45 API: CVZIZMCZOO
IT Security,Server IP 221.59 API: DRXQPWGACW
HRD,Data Gaji NIK 2088 atas nama Karyawan-65
Keuangan,Transfer Rp 64000000 ke Rekening 37271327
IT Security,Server IP 197.35 API: XCWGECZXIN
HRD,Data Gaji NIK 4730 atas nama Karyawan-14
Keuangan,Transfer Rp 23000000 ke Rekening 37770341
Strategi,Rencana Proyek Rahasia Strategis Kode-914
HRD,Data Gaji NIK 6864 atas nama Karyawan-10
Strategi,Rencana Proyek Rahasia Strategis Kode-708
IT Security,Server IP 79.158 API: HCEDMKEHLW
Strategi,Rencana Proyek Rahasia Strategis Kode-185
Strategi,Rencana Proyek Rahasia Strategis Kode-771
HRD,Data Gaji NIK 3507 atas nama Karyawan-70
HRD,Data Gaji NIK 9168 atas nama Karyawan-95
IT Security,Server IP 201.216 API: NGULMHWKBT
IT Security,Server IP 138.250 API: PQHJABRQMS
Keuangan,Transfer Rp 52000000 ke Rekening 79774183
Keuangan,Transfer Rp 58000000 ke Rekening 48109769
HRD,Data Gaji NIK 3108 atas nama Karyawan-79
HRD,Data Gaji NIK 7410 atas nama Karyawan-25
IT Security,Server IP 103.244 API: UXWANXCQBE
IT Security,Server IP 156.199 API: TRZFTVXBOM
HRD,Data Gaji NIK 7217 atas nama Karyawan-7
Strategi,Rencana Proyek Rahasia Strategis Kode-586
Strategi,Rencana Proyek Rahasia Strategis Kode-897
Strategi,Rencana Proyek Rahasia Strategis Kode-511
Keuangan,Transfer Rp 27000000 ke Rekening 60898117
IT Security,Server IP 250.38 API: LVCCMHUFBF
IT Security,Server IP 79.156 API: ECJYSUTPEW
Keuangan,Transfer Rp 59000000 ke Rekening 76029055
Strategi,Rencana Proyek Rahasia Strategis Kode-899
IT Security,Server IP 40.102 API: MFSUCXOFLK
Strategi,Rencana Proyek Rahasia Strategis Kode-357
IT Security,Server IP 63.207 API: YWLZRIIWDQ
HRD,Data Gaji NIK 5715 atas nama Karyawan-87
Keuangan,Transfer Rp 28000000 ke Rekening 73478845
Strategi,Rencana Proyek Rahasia Strategis Kode-328
Strategi,Rencana Proyek Rahasia Strategis Kode-992
Strategi,Rencana Proyek Rahasia Strategis Kode-131
Keuangan,Transfer Rp 37000000 ke Rekening 38132526
IT Security,Server IP 173.219 API: XGEGEKANRV
IT Security,Server IP 44.188 API: YTNNTDBSLP
Keuangan,Transfer Rp 64000000 ke Rekening 33352730
Strategi,Rencana Proyek Rahasia Strategis Kode-663
HRD,Data Gaji NIK 8069 atas nama Karyawan-78
Strategi,Rencana Proyek Rahasia Strategis Kode-802
IT Security,Server IP 51.214 API: SHNDDLFVNX
HRD,Data Gaji NIK 8309 atas nama Karyawan-51
IT Security,Server IP 241.247 API: VLFAJUHOZW
Strategi,Rencana Proyek Rahasia Strategis Kode-278
HRD,Data Gaji NIK 7030 atas nama Karyawan-99
IT Security,Server IP 99.114 API: OXDFOYXPUO
IT Security,Server IP 36.144 API: GBGFFKRPIR
Keuangan,Transfer Rp 75000000 ke Rekening 48862059
Keuangan,Transfer Rp 50000000 ke Rekening 79445943
HRD,Data Gaji NIK 9060 atas nama Karyawan-66
Keuangan,Transfer Rp 56000000 ke Rekening 65484181
HRD,Data Gaji NIK 9980 atas nama Karyawan-22
Strategi,Rencana Proyek Rahasia Strategis Kode-518
IT Security,Server IP 241.70 API: XDUODHZTDH
IT Security,Server IP 90.190 API: UCYWZUGTAQ
IT Security,Server IP 60.69 API: VARYRKUVVR
IT Security,Server IP 113.93 API: MSKXVCRDPP
IT Security,Server IP 168.91 API: BXXEVHHQUY
IT Security,Server IP 35.31 API: YULRSUWNSB
Keuangan,Transfer Rp 79000000 ke Rekening 40829643
IT Security,Server IP 131.194 API: TXPUJYQDQB
HRD,Data Gaji NIK 8334 atas nama Karyawan-61
Strategi,Rencana Proyek Rahasia Strategis Kode-135
Keuangan,Transfer Rp 19000000 ke Rekening 27526017
IT Security,Server IP 222.155 API: CKCVSYDDVM
HRD,Data Gaji NIK 7268 atas nama Karyawan-33
HRD,Data Gaji NIK 6194 atas nama Karyawan-35
Keuangan,Transfer Rp 40000000 ke Rekening 85284116
HRD,Data Gaji NIK 4444 atas nama Karyawan-6
Strategi,Rencana Proyek Rahasia Strategis Kode-268
IT Security,Server IP 241.171 API: UHVGYWDJXU
Keuangan,Transfer Rp 14000000 ke Rekening 84984790
